,genre
5920,metal pernambucano
5921,baroque cello
5922,cinematic dubstep
5923,burundian traditional
5924,kyrgyz traditional
5925,ghanaian traditional
5926,lagu madura
5927,balikpapan indie
5928,marci brijuzi
5929,classical bassoon
5930,polish free jazz
5931,peruvian experimental
5932,vintage western
5933,gay chorus
5934,musique centrafricaine
5935,burmese traditional
5936,cambodian traditional
5937,italian violin
5938,bothy ballad
5939,metal piauiense
5940,tanci
5941,rwandan traditional
5942,wind quintet
5943,ugandan traditional
5944,uzbek traditional
5945,chinese opera
5946,wandelweiser
5947,lao traditional
5948,mazandarani folk
5949,musica timor-leste
5950,papuan traditional
5951,quatuor a cordes
5952,italian mezzo-soprano
5953,swiss classical piano
5954,tajik traditional
5955,kenyan traditional
5956,yemeni traditional
5957,historic string quartet
5958,italian choir
5959,wind ensemble
5960,swazi traditional
5961,hungarian choir
5962,baroque brass
5963,trallalero
5964,yunnan traditional
5965,quartetto d'archi
5966,classical string trio
5967,himene tarava
5968,youth orchestra
